Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2,F1_Class_3,F1_Class_4,Eval-Split
SST-5,1150,LoRA-LDAM,1001,0.31454329433911765,0.31454329433911765,0.3575,0.35750000000000004,0.22656584489070666,0.7680546874999999,109.4629807472229,0.8634083271026611,2118.02880859375,0.888581,0.04878048780487805,0.28402366863905326,0.25165562913907286,0.3283582089552239,0.6598984771573604,sst5_1150_s5a_rerun
SST-5,1150,LoRA-LDAM,2024,0.37022203242521484,0.37022203242521484,0.43,0.43,0.0,0.798640625,97.47328972816467,0.8321239948272705,2004.3486328125,0.888581,0.0,0.40930232558139534,0.35135135135135137,0.3918918918918919,0.6985645933014354,sst5_1150_s5a_rerun
SST-5,1150,LoRA-LogitAdj,45,0.402569969067471,0.4025699690674709,0.4175,0.4175,0.3761528893522312,0.7829453125000001,62.57379674911499,0.8132543563842773,2394.57958984375,0.888581,0.4444444444444444,0.23943661971830985,0.2975206611570248,0.4022346368715084,0.6292134831460674,sst5_1150_s5a_rerun
SST-5,1150,LoRA-LogitAdj,123,0.4776021439492763,0.4776021439492763,0.485,0.485,0.45910508508968856,0.8220625,91.05632758140564,0.8224833011627197,2185.46826171875,0.888581,0.5263157894736842,0.3783783783783784,0.4536082474226804,0.352112676056338,0.6775956284153005,sst5_1150_s5a_rerun
SST-5,1150,LoRA-LogitAdj,789,0.460199853125652,0.460199853125652,0.4675,0.46749999999999997,0.4429596348665275,0.8009765625,84.95724701881409,0.836754322052002,2213.03076171875,0.888581,0.54421768707483,0.336,0.37349397590361444,0.4134078212290503,0.6338797814207651,sst5_1150_s5a_rerun
SST-5,1150,LoRA-LogitAdj,1001,0.4808439214524641,0.48084392145246413,0.4925,0.4925,0.4643279748633324,0.8090234374999999,91.27822256088257,0.8104095458984375,2118.02880859375,0.888581,0.4094488188976378,0.4444444444444444,0.4027777777777778,0.43478260869565216,0.7127659574468085,sst5_1150_s5a_rerun
SST-5,1150,LoRA-LogitAdj,2024,0.44037810225657326,0.44037810225657326,0.455,0.45500000000000007,0.40925479006373566,0.8132343750000001,85.37617540359497,0.9705250263214111,2004.3486328125,0.888581,0.5555555555555556,0.2835820895522388,0.2571428571428571,0.44692737430167595,0.6586826347305389,sst5_1150_s5a_rerun
SST-5,1150,LoRA-Ours,45,0.4622253304102141,0.4622253304102141,0.4625,0.4625,0.45431791463045584,0.768921875,109.2335135936737,0.9456617832183838,2419.4404296875,6.89678,0.4489795918367347,0.42168674698795183,0.39751552795031053,0.4049079754601227,0.6380368098159509,sst5_1150_s5a_rerun
SST-5,1150,LoRA-Ours,123,0.49130410763649685,0.4913041076364968,0.495,0.49499999999999994,0.4785729351020006,0.8048984375,115.27395272254944,0.6517069339752197,2211.77099609375,6.89678,0.4406779661016949,0.4189189189189189,0.46632124352331605,0.48,0.6506024096385542,sst5_1150_s5a_rerun
SST-5,1150,LoRA-Ours,789,0.45483934756726896,0.454839347567269,0.4675,0.46749999999999997,0.4337610081852153,0.7779453125,84.59277486801147,1.3137056827545166,2237.02099609375,6.89678,0.3783783783783784,0.4857142857142857,0.39473684210526316,0.36,0.655367231638418,sst5_1150_s5a_rerun
SST-5,1150,LoRA-Ours,1001,0.5081820455778366,0.5081820455778367,0.5075,0.5075,0.4994007528317979,0.8148046875,100.90225577354431,0.6697263717651367,2141.173828125,6.89678,0.49635036496350365,0.42857142857142855,0.4827586206896552,0.45,0.6832298136645962,sst5_1150_s5a_rerun
SST-5,1150,LoRA-Ours,2024,0.47247848293776035,0.4724784829377603,0.48,0.4800000000000001,0.4582273197392957,0.803890625,80.51807260513306,0.7881321907043457,2033.654296875,6.89678,0.46153846153846156,0.4307692307692308,0.4084507042253521,0.391304347826087,0.6703296703296703,sst5_1150_s5a_rerun
SST-5,1150,LoRA-Vanilla,45,0.3054735923789626,0.3054735923789626,0.3575,0.3575,0.0,0.7634296875000001,79.49271512031555,0.847109317779541,2394.57861328125,0.888581,0.0,0.1981981981981982,0.3056768558951965,0.3958333333333333,0.6276595744680851,sst5_1150_s5a_rerun
SST-5,1150,LoRA-Vanilla,123,0.33542903600095364,0.33542903600095364,0.39,0.39,0.0,0.8006484374999999,77.78701043128967,0.8453352451324463,2185.46728515625,0.888581,0.0,0.3184713375796178,0.35121951219512193,0.33112582781456956,0.6763285024154589,sst5_1150_s5a_rerun
SST-5,1150,LoRA-Vanilla,789,0.375214548078748,0.375214548078748,0.4125,0.4125,0.32158066221880327,0.7748750000000001,115.0321295261383,1.0449676513671875,2213.02978515625,0.888581,0.13636363636363635,0.38823529411764707,0.32335329341317365,0.36470588235294116,0.6634146341463415,sst5_1150_s5a_rerun
SST-5,1150,LoRA-Vanilla,1001,0.33480669278699626,0.3348066927869963,0.39,0.38999999999999996,0.0,0.7815390625,91.87263202667236,0.8267693519592285,2118.02783203125,0.888581,0.0,0.3312883435582822,0.32954545454545453,0.32748538011695905,0.6857142857142857,sst5_1150_s5a_rerun
SST-5,1150,LoRA-Vanilla,2024,0.3374265712482273,0.3374265712482273,0.3925,0.39249999999999996,0.0,0.7795781249999999,114.32784914970398,0.8096001148223877,2004.34765625,0.888581,0.0,0.3567567567567568,0.3184713375796178,0.34523809523809523,0.6666666666666666,sst5_1150_s5a_rerun
SST-5,2300,DoRA-Balanced,45,0.4870967880866548,0.48709678808665474,0.495,0.49499999999999994,0.4663605963886141,0.799421875,149.06957268714905,1.2611579895019531,2954.609375,0.916229,0.5590062111801242,0.30656934306569344,0.4,0.46060606060606063,0.7093023255813954,bestparams_rerun
SST-5,2300,DoRA-Balanced,123,0.46961417235913333,0.4696141723591334,0.4775,0.47750000000000004,0.4570308874268542,0.77990625,150.58656311035156,1.2467775344848633,2674.091796875,0.916229,0.4122137404580153,0.475,0.4,0.4084507042253521,0.6524064171122995,bestparams_rerun
SST-5,2300,DoRA-Balanced,789,0.5070782574902545,0.5070782574902544,0.505,0.505,0.4995549584569525,0.8059296874999999,122.66788744926453,1.2967429161071777,2672.091796875,0.916229,0.47761194029850745,0.42857142857142855,0.48044692737430167,0.5444444444444444,0.60431654676259,bestparams_rerun
SST-5,2300,DoRA-Balanced,1001,0.06666666666666667,0.06666666666666667,0.2,0.2,0.0,0.5467421874999999,37.46271586418152,1.2444546222686768,2748.216796875,0.916229,0.3333333333333333,0.0,0.0,0.0,0.0,bestparams_rerun
SST-5,2300,DoRA-Balanced,2024,0.5199696739312423,0.5199696739312423,0.525,0.525,0.5076564294140647,0.8295468750000001,123.45521020889282,1.2182188034057617,2953.234375,0.916229,0.569620253164557,0.4520547945205479,0.39215686274509803,0.47337278106508873,0.7126436781609196,bestparams_rerun
SST-5,2300,Full-FineTuning,45,0.4611270879657977,0.46112708796579766,0.4625,0.4625,0.4445002602234543,0.7617499999999999,102.30253028869629,0.6417529582977295,3697.63671875,124.649477,0.4,0.4065934065934066,0.3741935483870968,0.48484848484848486,0.64,bestparams_rerun
SST-5,2300,Full-FineTuning,123,0.5199478481220308,0.5199478481220308,0.5225,0.5225,0.5086490508370118,0.8024921874999998,105.19672560691833,0.5511109828948975,3442.1298828125,124.649477,0.5774647887323944,0.4748201438848921,0.4268292682926829,0.4393063583815029,0.6813186813186813,bestparams_rerun
SST-5,2300,Full-FineTuning,789,0.501474970698438,0.501474970698438,0.5075,0.5075000000000001,0.4928114858478902,0.7991015625,90.0145583152771,0.5720980167388916,3437.5673828125,124.649477,0.5317919075144508,0.425531914893617,0.43209876543209874,0.46258503401360546,0.655367231638418,bestparams_rerun
SST-5,2300,Full-FineTuning,1001,0.49269419230277867,0.49269419230277883,0.4925,0.4925,0.4748926107330514,0.7597343750000001,116.59113144874573,0.5521929264068604,3448.0048828125,124.649477,0.4915254237288136,0.4444444444444444,0.35443037974683544,0.47368421052631576,0.6993865030674846,bestparams_rerun
SST-5,2300,Full-FineTuning,2024,0.48503272929348074,0.48503272929348074,0.4825,0.48250000000000004,0.4776971237903921,0.774484375,105.46193337440491,0.7175836563110352,3701.48046875,124.649477,0.45588235294117646,0.4067796610169492,0.46540880503144655,0.4745762711864407,0.6225165562913907,bestparams_rerun
SST-5,2300,LoRA-Ablation-NoHSP,45,0.0761686075118911,0.0761686075118911,0.2025,0.20249999999999999,0.0,0.504890625,58.197611570358276,1.3703010082244873,2407.25048828125,1.577605,0.3368869936034115,0.04395604395604396,0.0,0.0,0.0,bestparams_rerun
SST-5,2300,LoRA-Ablation-NoHSP,123,0.06666666666666667,0.06666666666666667,0.2,0.2,0.0,0.5520625000000001,41.12948989868164,1.513124942779541,2192.88916015625,1.577605,0.0,0.0,0.0,0.3333333333333333,0.0,bestparams_rerun
SST-5,2300,LoRA-Ablation-NoHSP,789,0.4662699136258076,0.46626991362580766,0.4875,0.4875,0.43216619157113173,0.8095625,122.25062823295593,1.3489482402801514,2192.95166015625,1.577605,0.5380116959064327,0.47474747474747475,0.23529411764705882,0.4358974358974359,0.6473988439306358,bestparams_rerun
SST-5,2300,LoRA-Ablation-NoHSP,1001,0.06666666666666667,0.06666666666666667,0.2,0.2,0.0,0.5466328125000001,41.61935043334961,1.3392939567565918,2222.38916015625,1.577605,0.3333333333333333,0.0,0.0,0.0,0.0,bestparams_rerun
SST-5,2300,LoRA-Ablation-NoHSP,2024,0.5122359464880258,0.5122359464880258,0.51,0.51,0.5024383515057802,0.8191953125000001,145.38754391670227,1.6437404155731201,2400.93798828125,1.577605,0.5401459854014599,0.4779874213836478,0.4155844155844156,0.5120772946859904,0.6153846153846154,bestparams_rerun
SST-5,2300,LoRA-Ablation-NoMem,45,0.498604120965126,0.4986041209651259,0.5075,0.5075000000000001,0.4863663350323712,0.7804453125,155.23817014694214,0.8866503238677979,2459.89404296875,6.207756,0.5109489051094891,0.48484848484848486,0.4028776978417266,0.42424242424242425,0.6701030927835051,bestparams_rerun
SST-5,2300,LoRA-Ablation-NoMem,123,0.49786131352052604,0.4978613135205261,0.5175,0.5175000000000001,0.475330300518456,0.8302578125,109.26692795753479,0.857433557510376,2249.06396484375,6.207756,0.6105263157894737,0.43795620437956206,0.32558139534883723,0.44155844155844154,0.6736842105263158,bestparams_rerun
SST-5,2300,LoRA-Ablation-NoMem,789,0.4778498662756534,0.4778498662756534,0.48,0.48,0.46335847669718394,0.789671875,113.2011706829071,0.8716905117034912,2249.17333984375,6.207756,0.5241379310344828,0.3333333333333333,0.40229885057471265,0.4835164835164835,0.6459627329192547,bestparams_rerun
SST-5,2300,LoRA-Ablation-NoMem,1001,0.5273863522045676,0.5273863522045676,0.53,0.53,0.514853398443955,0.7916953125000001,162.5579686164856,1.0155432224273682,2274.75146484375,6.207756,0.5797101449275363,0.4383561643835616,0.42424242424242425,0.4827586206896552,0.711864406779661,bestparams_rerun
SST-5,2300,LoRA-Ablation-NoMem,2024,0.5264056655171656,0.5264056655171656,0.525,0.5249999999999999,0.5192021944544182,0.8302578125,120.90859961509705,0.8689117431640625,2455.55029296875,6.207756,0.5655172413793104,0.44155844155844154,0.4805194805194805,0.5177664974619289,0.6266666666666667,bestparams_rerun
SST-5,2300,LoRA-Balanced,45,0.09320360360360361,0.09320360360360361,0.1825,0.18250000000000002,0.0,0.5145078125,39.10183501243591,0.8490195274353027,2391.5791015625,0.888581,0.31466666666666665,0.15135135135135136,0.0,0.0,0.0,bestparams_rerun
SST-5,2300,LoRA-Balanced,123,0.46222314054080504,0.462223140540805,0.4725,0.4725,0.4471576055461971,0.78171875,119.88773941993713,0.8183510303497314,2190.8427734375,0.888581,0.37209302325581395,0.4523809523809524,0.43333333333333335,0.3829787234042553,0.6703296703296703,bestparams_rerun
SST-5,2300,LoRA-Balanced,789,0.5009373059650859,0.5009373059650859,0.4975,0.49749999999999994,0.49369223310659155,0.80525,95.05912733078003,0.851421594619751,2175.4677734375,0.888581,0.5035971223021583,0.4049079754601227,0.4777777777777778,0.5084745762711864,0.6099290780141844,bestparams_rerun
SST-5,2300,LoRA-Balanced,1001,0.06666666666666667,0.06666666666666667,0.2,0.2,0.0,0.546734375,30.17745852470398,0.8376314640045166,2213.0302734375,0.888581,0.3333333333333333,0.0,0.0,0.0,0.0,bestparams_rerun
SST-5,2300,LoRA-Balanced,2024,0.5202435001975975,0.5202435001975975,0.525,0.525,0.5099752105218309,0.8328828125,99.1206967830658,0.826601505279541,2393.0791015625,0.888581,0.5714285714285714,0.4697986577181208,0.3945578231292517,0.47904191616766467,0.6863905325443787,bestparams_rerun
SST-5,2300,LoRA-Focal,45,0.06666666666666667,0.06666666666666667,0.2,0.2,0.0,0.48975,29.929024696350098,0.8445379734039307,2391.57958984375,0.888581,0.0,0.0,0.3333333333333333,0.0,0.0,bestparams_rerun
SST-5,2300,LoRA-Focal,123,0.4999219016364087,0.4999219016364087,0.5025,0.5025000000000001,0.48947852384978013,0.8248359375,124.88508105278015,0.8358335494995117,2190.84326171875,0.888581,0.5806451612903226,0.4189189189189189,0.40268456375838924,0.5339805825242718,0.5633802816901409,bestparams_rerun
SST-5,2300,LoRA-Focal,789,0.47879027139405306,0.4787902713940531,0.48,0.48,0.46051213401638447,0.8244531250000001,83.44515585899353,0.8228108882904053,2175.46826171875,0.888581,0.5540540540540541,0.4022346368715084,0.3235294117647059,0.5339805825242718,0.5801526717557252,bestparams_rerun
SST-5,2300,LoRA-Focal,1001,0.1369667279036538,0.1369667279036538,0.24,0.24,0.0,0.56134375,35.14703631401062,0.7974228858947754,2213.03076171875,0.888581,0.3115942028985507,0.0,0.3732394366197183,0.0,0.0,bestparams_rerun
SST-5,2300,LoRA-Focal,2024,0.5133946064423328,0.5133946064423328,0.51,0.51,0.5060302780878404,0.8371562499999999,112.63455295562744,1.0193171501159668,2393.07958984375,0.888581,0.5986394557823129,0.46987951807228917,0.4678362573099415,0.5026178010471204,0.528,bestparams_rerun
SST-5,2300,LoRA-LDAM,45,0.38158492190071136,0.38158492190071136,0.425,0.425,0.27157710465944873,0.7720312500000001,131.42282342910767,0.9723720550537109,2391.57958984375,0.888581,0.4868421052631579,0.045454545454545456,0.30409356725146197,0.3915343915343915,0.68,bestparams_rerun
SST-5,2300,LoRA-LDAM,123,0.38861759760586356,0.3886175976058635,0.43,0.43,0.3300335206124108,0.7960703125,82.99730181694031,0.813605546951294,2190.84326171875,0.888581,0.13953488372093023,0.32051282051282054,0.37305699481865284,0.4370860927152318,0.6728971962616822,bestparams_rerun
SST-5,2300,LoRA-LDAM,789,0.4195996473395539,0.4195996473395539,0.445,0.44499999999999995,0.38323068067407806,0.8019140625000001,116.24014520645142,0.8292136192321777,2175.46826171875,0.888581,0.4,0.25,0.31413612565445026,0.4429530201342282,0.6909090909090909,bestparams_rerun
SST-5,2300,LoRA-LDAM,1001,0.40949151494377656,0.4094915149437765,0.4375,0.4375,0.37309779968938345,0.8050859375,117.16403770446777,0.8442566394805908,2213.03076171875,0.888581,0.23404255319148937,0.35526315789473684,0.37158469945355194,0.4,0.6865671641791045,bestparams_rerun
SST-5,2300,LoRA-LDAM,2024,0.37671924354853775,0.3767192435485378,0.4225,0.4225,0.31841274664880337,0.8111171875000001,121.28285074234009,0.9004926681518555,2393.07958984375,0.888581,0.1348314606741573,0.3157894736842105,0.37433155080213903,0.3708609271523179,0.6877828054298643,bestparams_rerun
SST-5,2300,LoRA-LogitAdj,45,0.4584280654074,0.4584280654074,0.47,0.4699999999999999,0.43164910027244674,0.8140468750000001,151.9433991909027,0.8265392780303955,2391.57958984375,0.888581,0.54421768707483,0.26666666666666666,0.36619718309859156,0.441025641025641,0.6740331491712708,bestparams_rerun
SST-5,2300,LoRA-LogitAdj,123,0.5002741824844251,0.5002741824844251,0.51,0.51,0.48795608527944506,0.8379375,121.7758948802948,0.8002266883850098,2190.84326171875,0.888581,0.5714285714285714,0.46540880503144655,0.4195804195804196,0.3918918918918919,0.6530612244897959,bestparams_rerun
SST-5,2300,LoRA-LogitAdj,789,0.47886788589137874,0.47886788589137874,0.4875,0.4875,0.4551046336452555,0.8271328125,83.35527539253235,0.824782133102417,2175.46826171875,0.888581,0.5714285714285714,0.4146341463414634,0.29411764705882354,0.4069767441860465,0.7071823204419889,bestparams_rerun
SST-5,2300,LoRA-LogitAdj,1001,0.49328157123219346,0.49328157123219346,0.4975,0.49749999999999994,0.4803280159384539,0.8388671875,97.9495530128479,0.7907125949859619,2213.03076171875,0.888581,0.5,0.36477987421383645,0.45390070921985815,0.45454545454545453,0.6931818181818182,bestparams_rerun
SST-5,2300,LoRA-LogitAdj,2024,0.46972896521880847,0.46972896521880847,0.485,0.485,0.4462990958542545,0.8278828125000001,84.37771773338318,0.7851588726043701,2393.07958984375,0.888581,0.3247863247863248,0.45226130653266333,0.44171779141104295,0.4233576642335766,0.7065217391304348,bestparams_rerun
SST-5,2300,LoRA-Ours,45,0.5007340853928032,0.5007340853928032,0.5025,0.5025000000000001,0.48707710032588447,0.814015625,158.36492824554443,1.7023451328277588,2467.1904296875,6.89678,0.5375,0.3576158940397351,0.40522875816993464,0.5502645502645502,0.6530612244897959,bestparams_rerun
SST-5,2300,LoRA-Ours,123,0.5025694312560478,0.5025694312560478,0.505,0.505,0.49358841119637215,0.8061171874999999,190.59743547439575,1.578535795211792,2259.33349609375,6.89678,0.4129032258064516,0.4942528735632184,0.43902439024390244,0.5,0.6666666666666666,bestparams_rerun
