Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2,F1_Class_3,F1_Class_4
SST-5,1150,AHSP-Mean+Attn,123,0.4740093483887909,0.4740093483887909,0.48,0.48,0.4572461319259119,0.782609375,130.07745504379272,1.4845433235168457,2246.5478515625,5.717132,0.448,0.4057971014492754,0.3715846994535519,0.4561403508771929,0.6885245901639344
SST-5,1150,AHSP-Mean+Attn,789,0.4383145208967182,0.4383145208967182,0.4425,0.4425,0.4226564052648449,0.7752109374999999,86.082346200943,1.4588401317596436,2273.3291015625,5.717132,0.4137931034482758,0.4418604651162791,0.3108108108108108,0.4666666666666667,0.5584415584415584
SST-5,1150,AHSP-Mean+Attn,1001,0.4733958972773644,0.4733958972773643,0.485,0.485,0.4547816104510656,0.82646484375,97.04332661628725,1.2150566577911377,2174.2021484375,5.717132,0.55,0.4,0.3181818181818182,0.435754189944134,0.6630434782608695
SST-5,1150,AHSP-Mean+Attn,2024,0.4880570306215334,0.4880570306215335,0.4975,0.4974999999999999,0.4664995182471609,0.7675546874999999,117.91065716743468,1.1675238609313965,2063.185546875,5.717132,0.3396226415094339,0.4519774011299435,0.4565217391304347,0.4970414201183432,0.6951219512195121
SST-5,1150,AHSP-OnlyAttn,45,0.4729092525076636,0.4729092525076636,0.4775,0.47750000000000004,0.46059984604293863,0.78396875,126.731698513031,1.750701665878296,2441.6904296875,4.537484,0.5106382978723404,0.3829787234042553,0.37681159420289856,0.4666666666666667,0.6274509803921569
SST-5,1150,AHSP-OnlyAttn,123,0.5025572829510508,0.5025572829510508,0.51,0.51,0.48919643108520033,0.8150546875,129.44039916992188,1.7459228038787842,2228.3916015625,4.537484,0.4132231404958678,0.47058823529411764,0.4673913043478261,0.47619047619047616,0.6853932584269663
SST-5,1150,AHSP-OnlyAttn,789,0.44235916500652356,0.44235916500652356,0.455,0.45499999999999996,0.42258159125022227,0.8004296875,97.63800930976868,1.836895227432251,2258.5791015625,4.537484,0.5029940119760479,0.3875,0.2809917355371901,0.4069767441860465,0.6333333333333333
SST-5,1150,AHSP-OnlyAttn,1001,0.4699186189238045,0.4699186189238045,0.48,0.48,0.4527856215681117,0.7582968749999999,187.52099680900574,1.8249549865722656,2162.3583984375,4.537484,0.4411764705882353,0.375,0.36879432624113473,0.4581005586592179,0.7065217391304348
SST-5,1150,AHSP-OnlyAttn,2024,0.4337546059506132,0.4337546059506131,0.4425,0.44250000000000006,0.4121711553349377,0.743703125,189.54325604438782,1.7689833641052246,2049.14697265625,4.537484,0.32727272727272727,0.3742690058479532,0.3563218390804598,0.4327485380116959,0.6781609195402298
SST-5,1150,AHSP-OnlyMax,45,0.444644432166592,0.44464443216659205,0.4425,0.4425,0.4304643423918004,0.770859375,129.4405653476715,1.8529059886932373,2436.615234375,4.537484,0.4714285714285714,0.3116883116883117,0.37209302325581395,0.43575418994413406,0.632258064516129
SST-5,1150,AHSP-OnlyMax,123,0.5035704563617968,0.5035704563617968,0.505,0.505,0.4948032971460896,0.8167578124999999,150.23713278770447,1.8302266597747803,2229.44140625,4.537484,0.5333333333333333,0.4444444444444444,0.4378698224852071,0.4431137724550898,0.6590909090909091
SST-5,1150,AHSP-OnlyMax,789,0.42698501810993417,0.4269850181099342,0.4325,0.43249999999999994,0.41054929746328156,0.7536015625,160.31559228897095,1.753772497177124,2253.81640625,4.537484,0.4067796610169492,0.4125,0.34972677595628415,0.33548387096774196,0.6304347826086957
SST-5,1150,AHSP-OnlyMax,1001,0.4584574361299215,0.4584574361299215,0.47,0.47000000000000003,0.44016838716234613,0.7654882812499999,190.2206747531891,1.9146780967712402,2156.939453125,4.537484,0.4925373134328358,0.348993288590604,0.3841059602649007,0.38323353293413176,0.6834170854271356
SST-5,1150,AHSP-OnlyMax,2024,0.48009632164256144,0.48009632164256144,0.4825,0.48250000000000004,0.4678770438106609,0.7685234375,153.19061279296875,1.4241068363189697,2043.77490234375,4.537484,0.44274809160305345,0.3855421686746988,0.4093567251461988,0.484472049689441,0.6783625730994152
SST-5,1150,AHSP-OnlyMean,45,0.47795165348148616,0.4779516534814862,0.4825,0.48249999999999993,0.464259607950083,0.7845156249999999,110.0630054473877,1.8055286407470703,2436.615234375,4.537484,0.5053763440860215,0.37142857142857144,0.3829787234042553,0.47191011235955055,0.6580645161290323
SST-5,1150,AHSP-OnlyMean,123,0.5089972786196233,0.5089972786196232,0.5175,0.5175,0.48886453921239287,0.8086874999999999,143.8594627380371,1.818084955215454,2229.44140625,4.537484,0.5714285714285714,0.37398373983739835,0.38636363636363635,0.5142857142857142,0.6989247311827957
SST-5,1150,AHSP-OnlyMean,789,0.4409253246175308,0.4409253246175308,0.4525,0.4525,0.42243945142954054,0.7992343749999999,94.48978543281555,1.740405559539795,2253.81640625,4.537484,0.5121951219512195,0.3875,0.2903225806451613,0.38823529411764707,0.6263736263736264
SST-5,1150,AHSP-OnlyMean,1001,0.44756454558314357,0.4475645455831436,0.46,0.45999999999999996,0.4284685602596054,0.7575000000000001,185.4686996936798,1.4558296203613281,2156.939453125,4.537484,0.3939393939393939,0.35443037974683544,0.3448275862068966,0.449438202247191,0.6951871657754011
SST-5,1150,AHSP-OnlyMean,2024,0.4685939214455031,0.4685939214455031,0.47,0.47000000000000003,0.45559641756246383,0.8139609375000001,106.97121953964233,1.478330135345459,2043.77490234375,4.537484,0.48854961832061067,0.44047619047619047,0.33112582781456956,0.44808743169398907,0.6347305389221557
SST-5,1150,No-AHSP,45,0.4140070789138674,0.41400707891386745,0.4225,0.42250000000000004,0.38991555540810147,0.7556484375,164.8152620792389,1.2894060611724854,2404.43798828125,1.577605,0.39097744360902253,0.3595505617977528,0.24285714285714285,0.41379310344827586,0.6628571428571428
SST-5,1150,No-AHSP,123,0.4507433853840965,0.4507433853840964,0.465,0.465,0.42465719818845066,0.788359375,132.27207040786743,1.5326476097106934,2192.20166015625,1.577605,0.28,0.4519774011299435,0.3978494623655914,0.4727272727272727,0.6511627906976745
SST-5,1150,No-AHSP,789,0.46879337683044786,0.46879337683044786,0.4875,0.4875,0.437075996943617,0.804546875,105.1668872833252,1.5531816482543945,2219.20166015625,1.577605,0.5352112676056338,0.4975609756097561,0.26548672566371684,0.3717948717948718,0.6739130434782609
SST-5,1150,No-AHSP,1001,0.47444267223714415,0.47444267223714415,0.475,0.475,0.46012644865496877,0.8069062499999999,111.30134439468384,1.126631259918213,2125.26220703125,1.577605,0.44274809160305345,0.3493975903614458,0.42168674698795183,0.47126436781609193,0.6871165644171779
SST-5,1150,No-AHSP,2024,0.45914390484876116,0.4591439048487612,0.465,0.465,0.4462690925534217,0.7783593750000001,132.27217483520508,1.1270651817321777,2013.84765625,1.577605,0.40625,0.4444444444444444,0.3466666666666667,0.4588235294117647,0.6395348837209303
SST-5,2300,AHSP-Max+Attn,45,0.08840125391849529,0.08840125391849529,0.1875,0.1875,0.0,0.5045546875,62.21580767631531,1.9480466842651367,2450.5341796875,5.717132,0.3251231527093596,0.11688311688311688,0.0,0.0,0.0
SST-5,2300,AHSP-Max+Attn,123,0.5051245519466271,0.5051245519466271,0.515,0.515,0.489154263561872,0.80034375,273.4364380836487,2.185706377029419,2244.0478515625,5.717132,0.5179856115107914,0.4691358024691358,0.34532374100719426,0.4942528735632184,0.6989247311827957
SST-5,2300,AHSP-Max+Attn,789,0.4786141900841628,0.4786141900841628,0.475,0.475,0.4683737847374941,0.7975546875000001,207.6727044582367,2.685823440551758,2234.7666015625,5.717132,0.4881889763779528,0.4429530201342282,0.41530054644808745,0.4878048780487805,0.5588235294117647
SST-5,2300,AHSP-Max+Attn,1001,0.5126450685400663,0.5126450685400663,0.525,0.525,0.49730785254260573,0.8065312499999999,283.81092834472656,2.8207972049713135,2271.6416015625,5.717132,0.5306122448979592,0.3918918918918919,0.4503311258278146,0.45569620253164556,0.7346938775510204
SST-5,2300,AHSP-Max+Attn,2024,0.5198355076850889,0.5198355076850888,0.525,0.525,0.5027551867541261,0.83265625,217.6006395816803,2.38429594039917,2453.3154296875,5.717132,0.6455696202531646,0.36065573770491804,0.4581005586592179,0.4888888888888889,0.6459627329192547
SST-5,2300,AHSP-Max+Mean,45,0.08840125391849529,0.08840125391849529,0.1875,0.1875,0.0,0.5046562499999999,56.15544247627258,1.5938310623168945,2447.083984375,5.717132,0.3251231527093596,0.11688311688311688,0.0,0.0,0.0
SST-5,2300,AHSP-Max+Mean,123,0.49590575454923735,0.49590575454923735,0.505,0.505,0.4770411589941005,0.8156640625,189.854145526886,1.8156099319458008,2241.50390625,5.717132,0.5342465753424658,0.4539877300613497,0.31746031746031744,0.5151515151515151,0.6586826347305389
SST-5,2300,AHSP-Max+Mean,789,0.48204719175805905,0.4820471917580591,0.4775,0.47750000000000004,0.4745457996668542,0.79719140625,166.7971978187561,1.4778835773468018,2231.31640625,5.717132,0.4852941176470588,0.46153846153846156,0.4180790960451977,0.4717948717948718,0.5735294117647058
SST-5,2300,AHSP-Max+Mean,1001,0.5073312935152714,0.5073312935152714,0.5175,0.5175,0.49070407735517685,0.8394609375,189.48195886611938,1.6580274105072021,2266.56640625,5.717132,0.5698324022346368,0.3924050632911392,0.39097744360902253,0.4675324675324675,0.7159090909090909
SST-5,2300,AHSP-Max+Mean,2024,0.5124395390987151,0.5124395390987151,0.5225,0.5225,0.49106679532568753,0.833484375,158.28274655342102,1.3415429592132568,2447.771484375,5.717132,0.6419753086419753,0.3247863247863248,0.4606741573033708,0.48,0.6547619047619048
SST-5,2300,AHSP-Mean+Attn,45,0.477221715410255,0.47722171541025504,0.4825,0.48250000000000004,0.4655887680923126,0.803296875,166.94501209259033,1.9743132591247559,2450.5029296875,5.717132,0.5030674846625767,0.422360248447205,0.35658914728682173,0.46994535519125685,0.6341463414634146
SST-5,2300,AHSP-Mean+Attn,123,0.528432055749129,0.5284320557491289,0.53,0.53,0.5228147113809201,0.7942734375,231.2446129322052,1.8764140605926514,2243.3291015625,5.717132,0.4714285714285714,0.5180722891566265,0.4819277108433735,0.5,0.6707317073170732
SST-5,2300,AHSP-Mean+Attn,789,0.4713184428780489,0.47131844287804897,0.4775,0.47750000000000004,0.4568401750579199,0.77434375,209.56800413131714,2.2118799686431885,2244.3291015625,5.717132,0.43283582089552236,0.40789473684210525,0.35802469135802467,0.4685714285714286,0.6892655367231638
SST-5,2300,AHSP-Mean+Attn,1001,0.522726857879302,0.522726857879302,0.52,0.5199999999999999,0.5168574557659938,0.8273828125000001,229.5865833759308,1.9346446990966797,2271.6416015625,5.717132,0.5257142857142857,0.47058823529411764,0.4444444444444444,0.525,0.647887323943662
SST-5,2300,AHSP-Mean+Attn,2024,0.5067367978917274,0.5067367978917274,0.5075,0.5075,0.4991339582033747,0.8307890624999998,184.82401537895203,2.2123329639434814,2451.2529296875,5.717132,0.5066666666666667,0.48484848484848486,0.4084507042253521,0.4973544973544973,0.6363636363636364
SST-5,2300,AHSP-OnlyAttn,45,0.47618279172657696,0.47618279172657696,0.4825,0.48250000000000004,0.46166408176534574,0.7827734375000001,201.36511778831482,1.3935246467590332,2444.5341796875,4.537484,0.4057971014492754,0.4093567251461988,0.3815789473684211,0.47560975609756095,0.7085714285714285
SST-5,2300,AHSP-OnlyAttn,123,0.5156032641788333,0.5156032641788333,0.525,0.525,0.4972013050439705,0.8150390625,178.91282057762146,1.959270715713501,2231.7041015625,4.537484,0.5466666666666666,0.47904191616766467,0.32558139534883723,0.532608695652174,0.6941176470588235
SST-5,2300,AHSP-OnlyAttn,789,0.48236699508072184,0.4823669950807218,0.4875,0.4875,0.467431127304405,0.7624218749999999,238.17609453201294,1.9100966453552246,2223.0166015625,4.537484,0.5142857142857142,0.37410071942446044,0.36046511627906974,0.5,0.6629834254143646
SST-5,2300,AHSP-OnlyAttn,1001,0.5323116173444042,0.5323116173444042,0.53,0.53,0.5225515151642698,0.8357968750000001,188.09634590148926,1.6439619064331055,2257.1416015625,4.537484,0.5355191256830601,0.4685714285714286,0.4305555555555556,0.5324675324675324,0.6944444444444444
SST-5,2300,AHSP-OnlyAttn,2024,0.5697971233011222,0.5697971233011221,0.565,0.565,0.5607401396653181,0.821515625,190.2428970336914,1.6307096481323242,2438.0341796875,4.537484,0.6212121212121212,0.5405405405405406,0.5,0.5685279187817259,0.6187050359712231
SST-5,2300,AHSP-OnlyMax,45,0.10059024795866903,0.100590247958669,0.185,0.185,0.0,0.5026953125,55.112281799316406,1.5488488674163818,2437.927734375,4.537484,0.301994301994302,0.20095693779904306,0.0,0.0,0.0
SST-5,2300,AHSP-OnlyMax,123,0.5136163325640678,0.5136163325640678,0.515,0.5149999999999999,0.506915862540745,0.81603125,176.77945709228516,1.9264013767242432,2226.09765625,4.537484,0.5487804878048781,0.4675324675324675,0.4217687074829932,0.48,0.65
SST-5,2300,AHSP-OnlyMax,789,0.48851662521713823,0.4885166252171382,0.49,0.49000000000000005,0.47609229373530965,0.8141484374999999,148.56701707839966,2.028978109359741,2225.44140625,4.537484,0.4647887323943662,0.47761194029850745,0.3597122302158273,0.5146198830409356,0.6258503401360545
SST-5,2300,AHSP-OnlyMax,1001,0.06666666666666667,0.06666666666666667,0.2,0.2,0.0,0.54619140625,44.54248809814453,1.6194846630096436,2252.75390625,4.537484,0.3333333333333333,0.0,0.0,0.0,0.0
SST-5,2300,AHSP-OnlyMax,2024,0.5480445260953736,0.5480445260953736,0.55,0.55,0.5364925135670262,0.8096640624999999,197.9442446231842,1.6361641883850098,2431.708984375,4.537484,0.5538461538461539,0.48863636363636365,0.4745762711864407,0.5,0.7231638418079096
SST-5,2300,AHSP-OnlyMean,45,0.47618248125794765,0.47618248125794765,0.4825,0.48250000000000004,0.46166408176534574,0.7824609375,200.49921321868896,1.5716526508331299,2432.990234375,4.537484,0.4028776978417266,0.4093567251461988,0.3815789473684211,0.4785276073619632,0.7085714285714285
SST-5,2300,AHSP-OnlyMean,123,0.5083858339015581,0.5083858339015581,0.52,0.52,0.4855098847642598,0.8176171875000001,175.8206593990326,1.962080717086792,2229.84765625,4.537484,0.5562913907284768,0.4883720930232558,0.2903225806451613,0.5245901639344263,0.6823529411764706
SST-5,2300,AHSP-OnlyMean,789,0.47610260324133147,0.4761026032413316,0.485,0.485,0.4553020254898575,0.7673125000000001,256.4660425186157,2.0612149238586426,2223.62890625,4.537484,0.5324675324675324,0.4074074074074074,0.2814814814814815,0.48863636363636365,0.6705202312138728
SST-5,2300,AHSP-OnlyMean,1001,0.5235194370565706,0.5235194370565704,0.5225,0.5225,0.5120575494954733,0.8303359374999999,185.46438145637512,1.6307172775268555,2252.75390625,4.537484,0.5111111111111111,0.47513812154696133,0.40298507462686567,0.5714285714285714,0.656934306569343
SST-5,2300,AHSP-OnlyMean,2024,0.5157265761219066,0.5157265761219066,0.52,0.52,0.5017412671449902,0.8183203125,154.38161492347717,1.5368742942810059,2431.240234375,4.537484,0.5542168674698795,0.36923076923076925,0.44571428571428573,0.5176470588235295,0.6918238993710691
SST-5,2300,No-AHSP,45,0.0761686075118911,0.0761686075118911,0.2025,0.20249999999999999,0.0,0.504890625,58.24875831604004,1.3156065940856934,2410.71923828125,1.577605,0.3368869936034115,0.04395604395604396,0.0,0.0,0.0
SST-5,2300,No-AHSP,123,0.06666666666666667,0.06666666666666667,0.2,0.2,0.0,0.5520625000000001,44.80285143852234,1.4208683967590332,2195.20166015625,1.577605,0.0,0.0,0.0,0.3333333333333333,0.0
SST-5,2300,No-AHSP,789,0.4662699136258076,0.46626991362580766,0.4875,0.4875,0.43216619157113173,0.8095625,124.59177470207214,1.5953080654144287,2187.01416015625,1.577605,0.5380116959064327,0.47474747474747475,0.23529411764705882,0.4358974358974359,0.6473988439306358
SST-5,2300,No-AHSP,1001,0.06666666666666667,0.06666666666666667,0.2,0.2,0.0,0.5466328125000001,43.627209424972534,1.7283134460449219,2222.38916015625,1.577605,0.3333333333333333,0.0,0.0,0.0,0.0
SST-5,2300,No-AHSP,2024,0.5122359464880258,0.5122359464880258,0.51,0.51,0.5024383515057802,0.8191953125000001,146.56971836090088,1.5000836849212646,2402.62548828125,1.577605,0.5401459854014599,0.4779874213836478,0.4155844155844156,0.5120772946859904,0.6153846153846154
