text,true_label,pred_label,llm_response,k_shot,prompt_style,protocol
It's more difficult to move to Mexico as the Clintons built a bloody great fence all along the Border…,0,0,"The tweet expresses frustration and difficulty due to the border fence, which indicates a negative sentiment.
Final Answer: 0",5,cot,balanced-held-out-test
"@user Kim Jong Un wishes his propaganda was a good as this.  BHO never uses the restroom either, We believe that. Wink wink",0,0,"The tweet contains sarcastic and mocking comments about political figures, indicating a negative tone. The use of ""wink wink"" suggests an attempt at humor, but the overall context is critical and mocking, which leans towards a negative sentiment.

Final Answer: 0",5,cot,balanced-held-out-test
Charles rails on bible thumping conservatives all the time and I find it funny because they're always taken a back that a veteran is going—,0,2,"The tweet expresses a light-hearted and amused reaction to Charles's comments about conservatives, indicating a positive sentiment despite the initial serious tone. The use of ""I find it funny"" directly conveys amusement and enjoyment.

Final Answer: 2",5,cot,balanced-held-out-test
Watching Scream Queens Season 2 Episode 5 'Chanel Pour Homme-icide' #ScreamQueens #ChanelPourHommeIcide @user,1,2,"The tweet expresses excitement and anticipation about watching an episode of a TV show, which indicates a positive sentiment. The use of hashtags and exclamation marks also conveys enthusiasm.
Final Answer: 2",5,cot,balanced-held-out-test
New #BeautyAndTheBeast photo of Gaston wooing Belle @user @user,2,2,"The tweet appears to be sharing a positive and excited reaction to a new photo from the movie ""Beauty and the Beast"", specifically mentioning Gaston wooing Belle which suggests a positive sentiment towards the content. There are no negative or neutral connotations present.

Final Answer: 2",5,cot,balanced-held-out-test
"Published on Nov 18, 2016Speech by Stephen K. Bannon (Steve Bannon), Donald Trump's senior strategic advisor and...",1,1,"The text provided is a title for a video clip describing a speech given by Stephen K. Bannon, who was a senior advisor to Donald Trump. The content of the speech itself is not explicitly stated in the title, and there are no clear indicators of positive, negative, or neutral sentiment related to the speech. Without additional context or content from the speech, it is not possible to determine the sentiment.

Final Answer: 1",5,cot,balanced-held-out-test
"This woman is still talking about Melania Trump's admittedly plagiarized speech, guys.As in, she's still saying i…",1,0,"The tweet expresses frustration or annoyance regarding someone continuing to discuss an issue that the author finds outdated or resolved. The use of ""guys"" and the ellipsis suggests a dismissive tone. Final Answer: 0",5,cot,balanced-held-out-test
"Tonight's plan is to sketch, design and colour in clothes, shoes and accessories for all our favourite characters f…",2,1,"The tweet expresses a neutral statement about tonight's plans without any clear positive or negative sentiment. The user is simply describing their activities for the evening. 
Final Answer: 1",5,cot,balanced-held-out-test
Retweeted Medical Marijuana (@AmericanGanja):So it's legal for a single doctor to prescribe these dangerous...,0,1,The tweet appears to be sharing information about medical marijuana being legally prescribed by a single doctor. There is no clear indication of positive or negative sentiment; it seems to be a neutral statement of fact. Final Answer: 1,5,cot,balanced-held-out-test
"{New Post} Yolanda Adams and Common singing ""Glory"" at the BET's #ThankYouObama event: This is an awesome rendition…",2,2,"The tweet expresses positive sentiment through the use of words like ""awesome"" and describes a performance that is considered good (""awesome rendition""). The context of a celebration event also contributes to a positive tone.
Final Answer: 2",5,cot,balanced-held-out-test
"@user @user BEING DESPERATE CALLS FOR DESPERATE MORONIC ACTIONS....FUNNY THOU 😂CNN NEEDS RATING AT AT COST,AS WELL AS ANY LIBERALS MEDIA",0,1,"The tweet expresses a critical and somewhat mocking tone towards CNN and liberal media, indicating a negative sentiment. However, the use of ""FUNNY THOU 😂"" suggests a lighthearted or sarcastic approach rather than genuine negativity. This mixed tone leans more towards a neutral stance.

Final Answer: 1",5,cot,balanced-held-out-test
Day 2 of vegetarianism 🍏🍐🍓🍇🍌 going good 😊👍🏻✌🏻️,2,2,"The tweet expresses a positive sentiment through the use of emojis indicating happiness and satisfaction with the experience of being vegetarian for two days. The user also uses a happy face emoji and peace signs, reinforcing the positive tone.
Final Answer: 2",5,cot,balanced-held-out-test
"3D printing is great fun, even the cheaper kits turn out reasonable quality.",2,2,"The tweet expresses a positive sentiment about 3D printing, mentioning that even cheaper kits produce reasonable quality items which indicates satisfaction and enjoyment. Therefore, this is a positive statement.

Final Answer: 2",5,cot,balanced-held-out-test
@user Kim Jong-un can help you. He can show you the way.,2,0,"The tweet appears to be sarcastic or critical towards Kim Jong-un, suggesting he cannot provide meaningful help or guidance. The tone is negative and dismissive.

Final Answer: 0",5,cot,balanced-held-out-test
"@user @user When Hillary said, ""Basket of Deplorables."" That outcome was awesome.",2,2,"The tweet expresses a positive sentiment towards Hillary Clinton's statement, indicating approval and satisfaction with its impact. The use of ""awesome"" further emphasizes the positive emotion.
Final Answer: 2",5,cot,balanced-held-out-test
@user I agree wholeheartedly! #notmyprsident #StillWithHer #sanders @user @user @user @user #TGIFriday,2,2,"The tweet expresses agreement with a political stance and includes hashtags like ""#notmypresident"" and ""#StillWithHer"", indicating strong support for Bernie Sanders' campaign. The use of ""#TGIFriday"" suggests a positive outlook as the workweek ends. While there is some negativity implied in the political context, the overall tone leans more towards positivity due to the enthusiasm and optimism expressed.

Final Answer: 2",5,cot,balanced-held-out-test
"When Media sells killer vaccines,give it FEAR label: ZIKA;  when MEDIA wants2hide a REAL DANGER (Black violence), I…",0,0,"The tweet expresses frustration and criticism towards media for using different standards in reporting, which indicates a negative sentiment. The use of words like ""sell"" and ""hide"" along with the colon and ellipsis at the end suggest a critical and disappointed tone.

Final Answer: 0",5,cot,balanced-held-out-test
Obama's dirty secret: Funded fossil fuel projects worldwide while cutting American power plants & jobs #ObamasLegacy,0,0,"The tweet expresses criticism and disappointment towards Obama's policies, particularly regarding funding for fossil fuels and cutting American power plants and jobs. This indicates a negative sentiment.

Final Answer: 0",5,cot,balanced-held-out-test
"Arsonists setting fires in #Israel, now the hills of #Jerusalem are burning😥🇮🇱 #IsraelFires #arson #Arabs #Jews",0,0,"The tweet describes arson attacks in Israel, which are destructive and dangerous events. The use of sad emojis and the word ""now"" indicate a negative emotional tone. The overall context is one of distress and conflict.

Final Answer: 0",5,cot,balanced-held-out-test
"FrPavone: ""total number of deaths by capital punishment, for our entire history, is less than the number of deaths by abortion every 5days""",0,2,"The tweet expresses a strong opinion comparing the number of executions to the number of abortions, which indicates a controversial and emotionally charged statement. The use of statistics to make a point suggests a stance on a contentious issue, likely evoking strong feelings.

Final Answer: 2",5,cot,balanced-held-out-test
The Egyptian President Mikheil Saakashvili said he would explain if wanting to do it as a record of Palestinian ambitions.,1,1,"The text appears to be a statement of fact without any clear positive or negative sentiment expressed. It is reporting on a statement made by the Egyptian President regarding Palestinian ambitions. There is no emotional language or indication of personal opinion that would suggest a positive or negative reaction.

Final Answer: 1",5,cot,balanced-held-out-test
@user wasn't it raised in 2-3 days?? Report said George Soros cyber bots contributed $165k per hour for a couple days.,0,0,"The tweet expresses confusion and concern over an issue related to funding, likely indicating a negative sentiment due to the questioning nature and the implication of irregularities. 
Final Answer: 0",5,cot,balanced-held-out-test
@user @user @user religion is a scare tactic and these folks are a prime example. #stomptheyard  #steppinforchrist,0,0,"The tweet expresses a negative sentiment towards religion, describing it as a ""scare tactic"". The use of ""#stomptheyard"" and ""#steppinforchrist"" suggests a confrontational or aggressive stance against religious groups, indicating a negative emotion.

Final Answer: 0",5,cot,balanced-held-out-test
Operated by Imura Works of Imura has been working to protect the freedom of gun rights and 3D printing workPlease support the activities!!,2,2,"The tweet expresses a positive sentiment as it encourages support for an organization that is working on important issues related to gun rights and 3D printing. The use of ""Please support the activities!!"" indicates enthusiasm and a call for positive engagement.

Final Answer: 2",5,cot,balanced-held-out-test
Follow my buddy @user Want on my list of friend promos tweet me (Interactive Followers Only)#PJNET #Tcot #Tlot #TPP #TeaParty,1,1,"The tweet appears to be a promotional message encouraging followers to interact for a chance to befriend the user. It lacks clear positive or negative sentiment beyond the promotional nature, which is neutral. The tone is casual and doesn't express strong emotions either way.

Final Answer: 1",5,cot,balanced-held-out-test
Please don't consider donating to @user They'll just buy more euthanasia.,0,0,"The tweet expresses a negative sentiment by advising against donating to a particular organization, implying they may misuse donations. This indicates disapproval or criticism.
Final Answer: 0",5,cot,balanced-held-out-test
"@user spends $Millions on politicians like #Giuliani, to push #iran war, makes Kim Jong Un look humble!https://t.co/sQpap31XUj",0,0,"The tweet expresses strong negative sentiment towards spending money on politicians who are perceived as promoting war. The use of exclamation marks and linking to an article suggest the user is passionate about this issue and likely angry or frustrated. This indicates a clearly negative sentiment.

Final Answer: 0",5,cot,balanced-held-out-test
@user @user all the liberals in the US will be morning their hero. Let's see if Obama lowers white house flag.,0,0,"The tweet expresses a sarcastic and critical tone towards liberals and the US president, indicating a negative sentiment.
Final Answer: 0",5,cot,balanced-held-out-test
#Beauty #ArianaGrande-CHRISTMAS & CHILL-JAPAN ONLY #CD BONUS TRACK C94 #Deals #TopSeller,2,2,"The tweet appears to be promoting a product or deal related to Ariana Grande's music, specifically mentioning a bonus track and CD. The tone is promotional and positive, indicating an intent to sell or share something that the user believes others might find valuable or interesting.

Final Answer: 2",5,cot,balanced-held-out-test
Oral history & policy by @user  or why #RCT is not the gold standard  @user @user @user,1,1,"The text appears to be discussing research methodology and policy, specifically questioning the use of RCT (Randomized Controlled Trial) as the gold standard. There is no clear indication of positive or negative sentiment; it seems to be a neutral statement presenting an argument or viewpoint. Final Answer: 1",5,cot,balanced-held-out-test
Urban landscapes will have far fewer cars#carsharing #autonomous #Driverless #selfdriving #uber #lyft #SmartCity,1,1,"The tweet expresses an observation about future urban landscapes without any clear positive or negative sentiment. It seems neutral as it is presenting a statement rather than an opinion or emotion.

Final Answer: 1",5,cot,balanced-held-out-test
"VIDEO: #Russia FM Lavrov (@mfa_russia) caught lying red-handed about airstrikes in #Aleppo, #Idlib & #Homs in…",0,0,"The tweet appears to be criticizing a government official for lying about military actions. This kind of statement typically conveys a negative sentiment due to the accusation of deception and the involvement of international affairs which often carry serious implications.

Final Answer: 0",5,cot,balanced-held-out-test
Bad hombres. Raul about to shoot innocent man,0,0,"The text expresses strong negative emotions and a threatening situation, indicating a negative sentiment.
Final Answer: 0",5,cot,balanced-held-out-test
.@DefraGovUK please can you stop hiding discussions on #fracking and make sure people aren't kept in the dark on an important issue?,1,0,"The tweet expresses frustration and dissatisfaction with the government's handling of a discussion on fracking, indicating a negative sentiment.
Final Answer: 0",5,cot,balanced-held-out-test
@user @user UR going 2 love Steve Bannon as DJT's senior advisor 😂😂😂,2,2,"The tweet expresses a positive and supportive sentiment towards Steve Bannon as a potential advisor to Donald Trump (DJT). The use of laughing emojis further indicates amusement and approval. Therefore, this tweet conveys a positive sentiment.

Final Answer: 2",5,cot,balanced-held-out-test
@user Love It!Following! Retweeted! #WIN  Oh fantastic 💖💖 #Hatchimals #BlackFriday,2,2,"The tweet expresses positive emotions and excitement through phrases like ""Love It!"", ""Following!"", ""Retweeted!"", and use of heart emojis. The context of winning and promoting Hatchimals during Black Friday also indicates a positive outlook.
Final Answer: 2",5,cot,balanced-held-out-test
Who Are the Millions of ‘Bad Hombres’ Slated for US Deportation? via @user,1,1,"The tweet appears to be a headline or statement without explicit emotional content. It does not convey any clear positive or negative sentiment; it is simply stating information. Therefore, it should be classified as neutral.

Final Answer: 1",5,cot,balanced-held-out-test
Well said #Muhammad Ali Jinnah,2,2,"The phrase ""Well said"" indicates agreement and appreciation, which conveys a positive sentiment. The hashtags used, especially ""#MuhammadAliJinnah"", often refer to respected historical figures, further reinforcing a positive context.

Final Answer: 2",5,cot,balanced-held-out-test
The Chanelles in #ScreamQueens are more authentic medical practitioners than the Syrian White Helmets. #FakeNews,1,0,"The tweet expresses a strong opinion against the Syrian White Helmets, suggesting they are less authentic than fictional characters in a TV show. This indicates a negative sentiment towards the Syrian White Helmets and implies skepticism or criticism of them, which is a negative stance.

Final Answer: 0",5,cot,balanced-held-out-test
"Gold heart earrings, Textured gold heart charm dangle earrings, heart jewelry, valentines..",2,1,"The text appears to be a product description or advertisement for earrings, which does not convey any strong positive or negative sentiment. It is neutral in tone.

Final Answer: 1",5,cot,balanced-held-out-test
Samsungs galaxy note 7 smartphone banned from all #TechNews #Tech #News #Gadget #Apps,1,0,"The tweet expresses a negative sentiment due to the mention of Samsung's Galaxy Note 7 being banned, which implies a significant issue with the product. This suggests disappointment or frustration for users who may have owned or were expecting to purchase this device.

Final Answer: 0",5,cot,balanced-held-out-test
"@user HAS THE HILL REPORTED ON THE ANTI TRUMP RIOTS? LOOTING,BURNING DESTROYING BUSINESSES ? ARE THE THUGS  AND KIDS RUNNING OUR COUNTRY?",0,0,"The tweet expresses strong negative emotions and criticism towards certain events and individuals, indicating anger and frustration. Words like ""riots"", ""looting"", ""burning"", and ""destroying"" convey a negative sentiment. The questioning tone also suggests dissatisfaction with media coverage.

Final Answer: 0",5,cot,balanced-held-out-test
Yep... they are staying put... Amazing work Mike Pence,2,2,"The tweet expresses approval and praise for Mike Pence's actions, indicating a positive sentiment.
Final Answer: 2",5,cot,balanced-held-out-test
Here's Putin's man in our White House.@LindseyGrahamSC @user @user @user @user,1,1,"The tweet expresses a political opinion without any clear positive or negative sentiment towards the subject. It is a statement rather than an emotional reaction.

Final Answer: 1",5,cot,balanced-held-out-test
@user Check the Clinton Foundation for contributions to Jill Stein!  There's your problem!  Hillary still in the game and trying,0,0,"The tweet expresses a negative sentiment by accusing the Clinton Foundation of contributing to an opponent and questioning Hillary Clinton's intentions. The language used (""There's your problem!"") indicates frustration or anger.

Final Answer: 0",5,cot,balanced-held-out-test
It already WAS normalized. See: Obamacare MT @user Business-specific meddling shouldn't be normalized.,0,0,"The tweet expresses frustration and disagreement with the idea of normalizing business-specific meddling, which indicates a negative sentiment. Final Answer: 0",5,cot,balanced-held-out-test
Donald Trump and the Rise of White Supremacist Media @user #NotMyPresident #uniteblue #Resist #MAGA #tcot @user,0,0,"The tweet expresses criticism towards Donald Trump and mentions hashtags like ""#NotMyPresident"" and ""#Resist"", indicating a negative sentiment towards him and the associated media. The overall tone is critical and disapproving.

Final Answer: 0",5,cot,balanced-held-out-test
Shout out car crashes. Shout out Kim Jong Un. Shout out the Lakers maybe signing him to a 10-day for this game.,1,0,"The text appears to be expressing frustration or dissatisfaction with multiple topics mentioned, including car crashes, Kim Jong Un, and the potential signing of Kim Jong Un by the Lakers. The use of ""shout out"" in this context suggests a negative reaction to these topics. Final Answer: 0",5,cot,balanced-held-out-test
Great news from meeting of @user @user and @user #Ukraine soon to get visa-free #Schengen access.,2,2,"The text expresses positive news about Ukraine gaining visa-free Schengen access, which indicates a favorable outcome and suggests a positive sentiment.
Final Answer: 2",5,cot,balanced-held-out-test
What would The [un] @user & Conservatives say if @user or @user did a secret deal to give $300miln to WA? #auspol,0,1,"The tweet expresses a hypothetical scenario that could provoke a strong reaction from certain political figures, indicating potential controversy or disagreement. However, there's no explicit negative emotion expressed; it's more speculative and neutral in tone.

Final Answer: 1",5,cot,balanced-held-out-test
People are going to protest trump for 4 years and will accomplish nothing,0,0,"The tweet expresses a negative sentiment towards the idea of protesting Trump for an extended period, indicating frustration and disappointment. The phrase ""will accomplish nothing"" further reinforces the negative outlook.
Final Answer: 0",5,cot,balanced-held-out-test
@user @user @user @user Too bad #MH17 truth comes free. I know how that really bugs piss out of you paid #Kremlintrolls,0,0,"The tweet expresses frustration and anger towards people who might be spreading misinformation about the MH17 incident, indicating negative sentiments. The use of words like ""too bad"" and phrases like ""bugs piss out of you"" suggest strong negative emotions.

Final Answer: 0",5,cot,balanced-held-out-test
@user i keep my social security card in there cuz i figure no one would willingly open up and read pokespec,1,1,The tweet expresses a practical and matter-of-fact statement about storing a social security card in a poke-spec case. There is no clear indication of positive or negative sentiment; the tone is neutral and focuses on a personal storage solution. Final Answer: 1,5,cot,balanced-held-out-test
Electoral College must reject Trump #rejecttrump #notmypresident #takingbackdemocracy #blacklivesmatter #nevertrump,0,0,"The tweet expresses strong disagreement and rejection of Trump, indicating a negative sentiment. The use of hashtags like #rejecttrump and #nevertrump further emphasizes the negative stance against Trump. 
Final Answer: 0",5,cot,balanced-held-out-test
#Turkey #Yemen Supplies running out for Iraqis left in embattled Mosul,1,0,"The tweet discusses a serious humanitarian issue where supplies are running out for people in a conflict zone. This conveys a sense of concern and negativity about the situation.
Final Answer: 0",5,cot,balanced-held-out-test
"@user @user Yeah, I'm really looking forward to the constant Medicaid paperwork deluge for years on end. So much fun.",2,0,"The tweet expresses a negative sentiment due to the speaker's anticipation of having to deal with Medicaid paperwork extensively, which they describe as ""So much fun."" This indicates frustration and dissatisfaction with the situation.

Final Answer: 0",5,cot,balanced-held-out-test
The people who looted money meant for maternity and vaccines still playing politics with the lives of Kenyans#LipaKamaTender,0,0,"The tweet expresses strong negative sentiment towards those who misused funds intended for important public services, indicating anger and frustration. The use of ""#LipaKamaTender"" suggests a hashtag related to corruption or misuse of funds, further emphasizing the negative tone.

Final Answer: 0",5,cot,balanced-held-out-test
"@user Maybe online but in terms of presence outside the left, tankies have sane leftists beat. Most orgs are composed of tankies.",1,2,"The tweet expresses a comparison between ""tankies"" and ""leftists"" with a positive connotation towards those who are not ""tankies"" (""sane leftists""). This indicates a favorable view of one group over another, which can be considered positive sentiment.

Final Answer: 2",5,cot,balanced-held-out-test
Ayyyyeeeee Thanksgiving 2016 in the books! Good time good time #mannequinchallenge @ New Orleans…,2,2,"The tweet expresses a positive sentiment about having had a good time during Thanksgiving 2016. The use of ""Ayyyyeeeee"" and ""Good time good time"" indicates enthusiasm and satisfaction. The hashtag #mannequinchallenge also suggests an enjoyable activity. Therefore, this tweet should be classified as positive.

Final Answer: 2",5,cot,balanced-held-out-test
"Curry: ""The political dogma of Obama, Clinton and Pope Francis surrounding climate change seems like more of a recipe for ‘anti-science.’""",0,0,"The tweet expresses a negative opinion about the political stance on climate change, using phrases like ""anti-science"" which indicate disapproval and criticism. This suggests a negative sentiment.
Final Answer: 0",5,cot,balanced-held-out-test
@user    Go get em girl!!!!   👊🏽,2,2,"The tweet expresses encouragement and support towards a female individual, indicated by the use of ""Go get em girl!!!!"" and the thumbs-up emoji. This conveys a positive and motivating sentiment.

Final Answer: 2",5,cot,balanced-held-out-test
"#Eurozone BREAKING: Vladimir Putin admits Kim Jong-un is better in every way and would ""love to see... [his] face"" #SydMUN16",2,0,"The tweet expresses a negative sentiment due to the aggressive and confrontational tone towards Kim Jong-un, as indicated by phrases like ""better in every way"" and ""would love to see... [his] face"". This suggests a hostile or angry reaction, which aligns with a negative sentiment classification.

Final Answer: 0",5,cot,balanced-held-out-test
"“Make Art, and Fight the Power”: A Historically Black National Book Awards - The New Yorker #NBAwards | @user",1,1,"The text appears to be a neutral statement about an event or award, without strong positive or negative sentiment. It seems to be sharing information rather than expressing an opinion or emotion. Therefore, it is classified as neutral.

Final Answer: 1",5,cot,balanced-held-out-test
Up North for thanksgiving🦃,1,2,"The text ""Up North for thanksgivingTürkiye"" expresses a positive sentiment as it indicates participation in a family or community event that is typically associated with warmth and celebration. Thanksgiving is generally seen as a joyful occasion.

Final Answer: 2",5,cot,balanced-held-out-test
"Tell it, Sistah! #ElizabethWarren #TrumpTransitionTeam #DrainTheSwamp",2,2,"The tweet expresses enthusiasm and support for Elizabeth Warren, indicating a positive sentiment. The use of ""#DrainTheSwamp"" also suggests a desire for political reform, which aligns with a positive outlook on governance.

Final Answer: 2",5,cot,balanced-held-out-test
UN Security Council to vote Monday on proposed ceasefire in Syria's Aleppo.,1,1,"The tweet does not express any clear positive or negative sentiment. It is simply stating a fact about an upcoming vote in the UN Security Council regarding a ceasefire proposal. Without additional context indicating approval or disapproval, the sentiment remains neutral.

Final Answer: 1",5,cot,balanced-held-out-test
@user Get lost you crooks. Your plan to bring #Burundi where you brought #Libya #Rwanda94 was defeated. Find your next victim elsewhere,0,0,"The tweet expresses strong negative sentiment towards those referred to as ""crooks"" and their failed plan. The use of derogatory terms and anger towards a perceived enemy indicates a negative emotional tone.
Final Answer: 0",5,cot,balanced-held-out-test
So if I get in a twitter beef with Drumpf...do I become famous too?Or does Comey and Putin....come for me?,1,1,"The tweet expresses a speculative and somewhat humorous tone about potential fame from engaging in a Twitter argument with Donald Trump, which is not necessarily negative but also not overtly positive. The overall sentiment leans more towards a neutral stance as it doesn't convey strong emotions or clear positivity/negativity.

Final Answer: 1",5,cot,balanced-held-out-test
Have YOU ever hugged the Eiffel Tower? I HAVE!!! - Google Earth VR: via @user,2,2,"The tweet expresses a positive experience of virtually hugging the Eiffel Tower, which indicates a positive sentiment. The exclamation and use of capitalization also suggest enthusiasm.

Final Answer: 2",5,cot,balanced-held-out-test
#Yemen army & militia snipers kills Two of Saudi troops in Najran today. #VirulentYemen,0,0,"The tweet expresses a negative event where Yemeni forces have killed Saudi troops, which indicates a hostile and negative situation. The use of words like ""kills"" and the hashtag ""#VirulentYemen"" suggests a tense and negative context.

Final Answer: 0",5,cot,balanced-held-out-test
I have been astonished at the reaction of the liberals. Horrifying.,0,0,"The tweet expresses strong negative emotions and surprise at the reactions of liberals, indicating a negative sentiment.
Final Answer: 0",5,cot,balanced-held-out-test
Vaccines should be OPTIONAL because you're the master of your own health and you're not harming others which have agreed to get a vaccine.,1,0,"The tweet expresses a strong opinion against mandatory vaccines, suggesting that individuals should have the choice to decide for themselves. This indicates a negative sentiment towards a policy or practice they disagree with.

Final Answer: 0",5,cot,balanced-held-out-test
@user @user @user @user @user @user #WeThePeople  demand #AuditTheVote #AuditTheElection,1,0,"The tweet expresses a strong call for action and demands, indicating a sense of urgency and dissatisfaction, which leans towards a negative sentiment.

Final Answer: 0",5,cot,balanced-held-out-test
"""the patches] are being used to kill people with dementia, with the idea that it’s cheapest and best to get rid of…",0,0,"The tweet expresses a negative sentiment regarding the use of patches to kill people with dementia, indicating strong disapproval and distress. The language used conveys a sense of moral outrage and concern.

Final Answer: 0",5,cot,balanced-held-out-test
Messi's 100 international goals for Barcelona #fcblive  [via @user,2,1,"The tweet expresses a neutral sentiment as it is simply stating a fact about Lionel Messi's achievement without any positive or negative emotion. The use of ""#fcblive"" suggests it might be part of a live event update, but the statement itself does not convey strong feelings either way.

Final Answer: 1",5,cot,balanced-held-out-test
They steal fox cubs off their moms to teach hounds to rip them apart for their sadism (Terrier-work). How else? It's sadistic! #KeepTheBan,0,0,"The tweet expresses strong negative emotions and describes cruel and sadistic behavior, which indicates a negative sentiment.
Final Answer: 0",5,cot,balanced-held-out-test
"@user ""Alt-rightists"" are notorious for their Asian fetishes, so it's honestly not surprising",0,0,"The tweet expresses a negative sentiment towards a group (""alt-rightists"") and their behavior (""Asian fetishes""). The tone is critical and disapproving.

Final Answer: 0",5,cot,balanced-held-out-test
Moments in time. #Moments #OneDirection #1D,1,1,"The text appears to be a neutral statement about moments in time without any strong positive or negative emotions expressed. It seems to be more of a general observation or reflection rather than an emotional reaction.

Final Answer: 1",5,cot,balanced-held-out-test
Programming robots with blocks – Hacker Noon via @user,1,1,"The tweet appears to be a neutral statement about programming robots using blocks, without any clear positive or negative sentiment expressed. It seems to be sharing information or a link to an article rather than expressing an opinion or emotion.

Final Answer: 1",5,cot,balanced-held-out-test
Go Marine Le Pen!👇👍,2,2,"The text ""Go Marine Le Pen!👇👍"" expresses support for Marine Le Pen, which is generally seen as a positive sentiment in the context of political endorsement.

Final Answer: 2",5,cot,balanced-held-out-test
Our #mannequinchallenge from last night's #steelcitycup charity squash night. Revealing how much raised on Monday,1,2,"The tweet mentions a charitable event where money was raised, which indicates a positive outcome. The use of ""#steelcitycup"" and ""#mannequinchallenge"" suggests an engaging and fun event that likely had a positive impact. Therefore, this tweet conveys a positive sentiment.

Final Answer: 2",5,cot,balanced-held-out-test
speak the truth even though if its leading to death penalty. cause nothing will set you free except THE TRUTH.,2,2,"The tweet expresses a strong belief in speaking the truth regardless of the consequences, indicating a positive and principled stance. While there is an element of potential danger involved, the overall sentiment is one of moral integrity and conviction, which is generally viewed positively.

Final Answer: 2",5,cot,balanced-held-out-test
Retweeted Daniel José Older (@djolder):The honorable @user receiving the #NBAwards and recalling being...,2,2,"The tweet appears to be a retweet of another user's post congratulating someone on receiving an award. The tone is positive and celebratory without any negative or neutral connotations that would suggest otherwise. Therefore, this tweet should be classified as positive.

Final Answer: 2",5,cot,balanced-held-out-test
@user @user Giving thanks on the corner of @user street -   #p2 #UniteBlue,1,2,"The tweet expresses gratitude and unity, which are positive sentiments. The use of ""#p2"" (presumably ""power to"") and ""#UniteBlue"" indicates a supportive and positive message. 
Final Answer: 2",5,cot,balanced-held-out-test
"yesterday was #NationalFastFoodDay, a day where one celebrates, praises, and eventually eats unhealthy food, this is a new low for humanity",0,0,"The tweet expresses a negative sentiment about celebrating and eating unhealthy food on National Fast Food Day, indicating disappointment or criticism of such celebrations. The use of ""this is a new low for humanity"" further emphasizes the negative viewpoint.
Final Answer: 0",5,cot,balanced-held-out-test
