Dataset,N,Method,Seed,Macro-F1,Weighted-F1,Accuracy,Balanced_Acc,G-Mean,AUC,Train_Time_Sec,Inference_Time_Sec,Peak_Memory_MB,Params_M,F1_Class_0,F1_Class_1,F1_Class_2,F1_Class_3,F1_Class_4
SST-5,2300,LoRA-Ours,45,0.49658114438743767,0.49658114438743767,0.505,0.5050000000000001,0.4800561832708236,0.7978984375,190.0917031764984,1.5358035564422607,2213.82177734375,6.89678,0.48000000000000004,0.34042553191489355,0.4654088050314466,0.4697986577181208,0.7272727272727272
SST-5,2300,LoRA-Ours,123,0.5347245262601852,0.5347245262601852,0.535,0.5349999999999999,0.5261321042614656,0.81871875,196.57110142707825,1.4776864051818848,2205.00927734375,6.89678,0.5359477124183006,0.46835443037974683,0.45283018867924535,0.4880952380952381,0.7283950617283951
SST-5,2300,LoRA-Ours,789,0.5100738610625433,0.5100738610625433,0.51,0.51,0.4974682203351045,0.8076484374999999,207.92684173583984,1.470820665359497,2215.32177734375,6.89678,0.5421686746987951,0.4520547945205479,0.36363636363636365,0.5212765957446809,0.6712328767123288
SST-5,2300,LoRA-Ours,2024,0.5199087836955856,0.5199087836955857,0.52,0.5199999999999999,0.5088300632818715,0.8179765625,152.19855213165283,1.474013090133667,2211.68701171875,6.89678,0.5121951219512195,0.41509433962264153,0.4324324324324324,0.5172413793103448,0.7225806451612902
SST-5,2300,LoRA-Ours,1001,0.5281623738860304,0.5281623738860305,0.5325,0.5325,0.5164205672415494,0.7907734375000001,272.16248655319214,1.5102827548980713,2340.7626953125,6.89678,0.5217391304347826,0.5212765957446809,0.4462809917355372,0.4606060606060606,0.6909090909090909
SST-5,2300,DoRA-Balanced,45,0.47403173981191227,0.4740317398119122,0.4775,0.4774999999999999,0.45642518292566187,0.7787265624999999,214.20852661132812,1.7039799690246582,2629.091796875,0.916229,0.41333333333333333,0.4022988505747126,0.359375,0.5151515151515151,0.68
SST-5,2300,DoRA-Balanced,123,0.48535157986863275,0.48535157986863275,0.4975,0.49749999999999994,0.46717401431747707,0.8244843749999999,125.66335654258728,1.6899542808532715,2625.279296875,0.916229,0.5142857142857142,0.39520958083832336,0.41891891891891897,0.38095238095238093,0.717391304347826
SST-5,2300,DoRA-Balanced,789,0.5247821022768685,0.5247821022768684,0.53,0.53,0.5135571271889583,0.8067890625,219.86840224266052,1.6996135711669922,2625.279296875,0.916229,0.6033519553072625,0.4817518248175182,0.4,0.4972972972972973,0.6415094339622641
SST-5,2300,DoRA-Balanced,2024,0.5310025539368857,0.5310025539368857,0.5275,0.5275000000000001,0.5229645172094005,0.812359375,204.84509134292603,1.695096731185913,2630.216796875,0.916229,0.4963503649635036,0.5028571428571429,0.48000000000000004,0.4819277108433735,0.6938775510204082
SST-5,2300,DoRA-Balanced,1001,0.4973599993829154,0.49735999938291536,0.505,0.505,0.48623188006188317,0.8034062500000001,167.63860273361206,1.6253588199615479,2838.7548828125,0.916229,0.4968944099378882,0.47500000000000003,0.3829787234042554,0.44303797468354433,0.6888888888888889
SST-5,2300,LoRA-Focal,45,0.4661711788377274,0.4661711788377275,0.465,0.465,0.4541083249716226,0.8106796875000001,139.46753215789795,1.1070244312286377,2143.78076171875,0.888581,0.4366197183098592,0.41618497109826585,0.36986301369863017,0.4950495049504951,0.6131386861313869
SST-5,2300,LoRA-Focal,123,0.5324387640772568,0.532438764077257,0.5325,0.5325,0.5215532936317446,0.8330546875,136.11493706703186,1.0528755187988281,2142.40576171875,0.888581,0.4885496183206107,0.53125,0.4331210191082802,0.5119047619047619,0.6973684210526315
SST-5,2300,LoRA-Focal,789,0.5033687160148071,0.5033687160148073,0.5025,0.5025000000000001,0.4951960717509917,0.823234375,139.50114846229553,1.0690605640411377,2142.40576171875,0.888581,0.5487804878048781,0.46511627906976744,0.39160839160839156,0.4916201117318436,0.619718309859155
SST-5,2300,LoRA-Focal,2024,0.5228000083436325,0.5228000083436325,0.52,0.52,0.5177246865184838,0.8277734375000001,158.3708519935608,1.0333094596862793,2138.90576171875,0.888581,0.513888888888889,0.48863636363636365,0.48717948717948717,0.48000000000000004,0.6442953020134228
SST-5,2300,LoRA-Focal,1001,0.5043393814672676,0.5043393814672676,0.505,0.505,0.4942420263974129,0.8208359375000001,140.55450177192688,1.0488972663879395,2269.82470703125,0.888581,0.5095541401273885,0.47058823529411764,0.417910447761194,0.4484848484848485,0.6751592356687898
SST-5,2300,LoRA-LDAM,45,0.38720045457946595,0.38720045457946606,0.415,0.41500000000000004,0.339979719746482,0.7761328125,173.92062306404114,1.0478720664978027,2143.78076171875,0.888581,0.18181818181818182,0.4358974358974359,0.24203821656050953,0.40609137055837563,0.6701570680628272
SST-5,2300,LoRA-LDAM,123,0.4106284781323587,0.4106284781323587,0.4675,0.46749999999999997,0.25692339085162424,0.8113046875000001,126.77169752120972,1.040982723236084,2142.40576171875,0.888581,0.024096385542168676,0.5,0.37762237762237766,0.4539877300613497,0.6974358974358974
SST-5,2300,LoRA-LDAM,789,0.40793963664657296,0.4079396366465729,0.4275,0.42750000000000005,0.37112878268690574,0.7937734375000002,149.24798774719238,1.0943162441253662,2142.40576171875,0.888581,0.368421052631579,0.4113475177304965,0.2222222222222222,0.37104072398190047,0.6666666666666665
SST-5,2300,LoRA-LDAM,2024,0.4212679921608945,0.4212679921608945,0.45,0.45,0.3771941725581406,0.8020859375,194.38092231750488,1.0908043384552002,2138.90576171875,0.888581,0.18556701030927836,0.44171779141104295,0.3508771929824562,0.44067796610169496,0.6875000000000001
SST-5,2300,LoRA-LDAM,1001,0.45161355423925464,0.45161355423925464,0.4675,0.46749999999999997,0.42527341147549785,0.8096953125,184.4571614265442,1.1388087272644043,2269.82470703125,0.888581,0.3423423423423424,0.4081632653061225,0.3373493975903615,0.4468085106382979,0.723404255319149
SST-5,2300,LoRA-LogitAdj,45,0.43265863987719966,0.43265863987719966,0.4475,0.44749999999999995,0.38597100718661687,0.80475,105.58323550224304,1.1094176769256592,2143.78076171875,0.888581,0.48275862068965514,0.1911764705882353,0.28125000000000006,0.5189189189189188,0.6891891891891891
SST-5,2300,LoRA-LogitAdj,123,0.4882444069795513,0.48824440697955124,0.5,0.5,0.4691118297142265,0.8240390625,131.34479069709778,1.0577387809753418,2142.40576171875,0.888581,0.5131578947368421,0.4204545454545455,0.3384615384615385,0.44871794871794873,0.7204301075268816
SST-5,2300,LoRA-LogitAdj,789,0.5256803922057836,0.5256803922057836,0.5325,0.5325000000000001,0.5125659395987597,0.8278046874999999,109.16404843330383,1.048234224319458,2142.40576171875,0.888581,0.5666666666666667,0.4507042253521127,0.40875912408759124,0.49142857142857144,0.7108433734939759
SST-5,2300,LoRA-LogitAdj,2024,0.5437818230829254,0.5437818230829254,0.5475,0.5475000000000001,0.5343137689540346,0.8309765625000001,180.1182985305786,1.0340702533721924,2138.90576171875,0.888581,0.5751633986928105,0.4785276073619632,0.44,0.4968944099378882,0.7283236994219653
SST-5,2300,LoRA-LogitAdj,1001,0.47775403162656993,0.4777540316265699,0.485,0.485,0.4622225339398517,0.8103515625,105.28115439414978,1.0295181274414062,2269.82470703125,0.888581,0.4838709677419355,0.4000000000000001,0.3636363636363637,0.44303797468354433,0.698224852071006
SST-5,2300,Full-FineTuning,45,0.4928509207569716,0.4928509207569716,0.5075,0.5075,0.47542440145354703,0.8047656249999999,132.12619018554688,0.9098944664001465,3366.73779296875,124.649477,0.4713375796178344,0.39189189189189183,0.3703703703703703,0.5119047619047619,0.71875
SST-5,2300,Full-FineTuning,123,0.5041946053035579,0.5041946053035578,0.5025,0.5025000000000001,0.4943479505448186,0.8102031249999999,171.79187607765198,0.9064285755157471,3375.21630859375,124.649477,0.5227272727272727,0.40845070422535207,0.45714285714285713,0.4567901234567901,0.6758620689655173
SST-5,2300,Full-FineTuning,789,0.49694235237745765,0.49694235237745765,0.505,0.505,0.48196447128059583,0.7908906250000001,199.48590803146362,0.9284565448760986,3367.95068359375,124.649477,0.5473684210526315,0.42105263157894735,0.39751552795031053,0.42465753424657543,0.6941176470588235
SST-5,2300,Full-FineTuning,2024,0.5221928023794634,0.5221928023794633,0.5225,0.5225,0.5150371434580783,0.8188906250000001,167.32466220855713,0.9085357189178467,3373.68505859375,124.649477,0.5604395604395604,0.474820143884892,0.4458598726114649,0.4855491329479769,0.6442953020134228
SST-5,2300,Full-FineTuning,1001,0.4707855408012954,0.4707855408012955,0.48,0.48,0.4525386039606643,0.7860703125,154.65895414352417,0.9088766574859619,3556.71875,124.649477,0.4713375796178344,0.37735849056603776,0.32558139534883723,0.4972972972972973,0.6823529411764706
SST-5,1150,LoRA-Vanilla,45,0.26486149925127717,0.2648614992512772,0.3475,0.34750000000000003,0.0,0.7420703125,121.19416928291321,1.0670175552368164,2175.91552734375,0.888581,0.0,0.0,0.2978723404255319,0.36633663366336633,0.6600985221674877
SST-5,1150,LoRA-Vanilla,123,0.34030732860520096,0.3403073286052009,0.3975,0.39749999999999996,0.0,0.7840156250000001,118.73350524902344,1.072913408279419,2098.65380859375,0.888581,0.0,0.34042553191489355,0.33333333333333337,0.36111111111111116,0.6666666666666666
SST-5,1150,LoRA-Vanilla,789,0.3820223371312744,0.3820223371312744,0.435,0.43499999999999994,0.0,0.7980625000000001,117.16662120819092,1.0607223510742188,2003.271484375,0.888581,0.0,0.4624277456647399,0.3111111111111111,0.4497041420118343,0.686868686868687
SST-5,1150,LoRA-Vanilla,2024,0.3958556008847789,0.3958556008847789,0.455,0.45500000000000007,0.0,0.79728125,122.18553328514099,1.0973992347717285,2138.54345703125,0.888581,0.0,0.4838709677419355,0.39766081871345027,0.4050632911392405,0.6926829268292682
SST-5,1150,LoRA-Vanilla,1001,0.3562396795832513,0.3562396795832513,0.4125,0.4125,0.0,0.7817734375,118.32460808753967,1.05277681350708,2176.79345703125,0.888581,0.0,0.4534883720930233,0.3296703296703296,0.33766233766233766,0.660377358490566
SST-5,1150,LoRA-Balanced,45,0.4286222565074664,0.4286222565074664,0.45,0.45,0.4004395541388796,0.7886328125000001,121.74515581130981,1.1144847869873047,2175.916015625,0.888581,0.3896103896103896,0.3707865168539326,0.25806451612903225,0.42857142857142855,0.6960784313725491
SST-5,1150,LoRA-Balanced,123,0.49785156362563165,0.49785156362563165,0.5075,0.5075000000000001,0.48423907886415707,0.8100781250000001,119.09574747085571,1.050307273864746,2098.654296875,0.888581,0.5294117647058824,0.46258503401360546,0.3624161073825503,0.4429530201342282,0.6918918918918919
SST-5,1150,LoRA-Balanced,789,0.4777954610548953,0.47779546105489534,0.4875,0.4875,0.4564838432884722,0.793984375,117.41311502456665,1.0648958683013916,2003.27197265625,0.888581,0.44897959183673464,0.508108108108108,0.2835820895522388,0.4578313253012048,0.6904761904761905
SST-5,1150,LoRA-Balanced,2024,0.4859544147924086,0.48595441479240864,0.495,0.495,0.47504447557943735,0.7974765625,122.62666630744934,1.055147647857666,2138.5439453125,0.888581,0.42553191489361697,0.4685714285714286,0.41891891891891897,0.4429530201342282,0.6737967914438502
SST-5,1150,LoRA-Balanced,1001,0.4999710459843544,0.4999710459843543,0.5075,0.5075000000000001,0.48867145693464875,0.81425,119.72211837768555,1.070223093032837,2176.7939453125,0.888581,0.4473684210526316,0.5384615384615384,0.3829787234042554,0.4605263157894737,0.6705202312138728
SST-5,1150,LoRA-Ablation-NoMem,45,0.4449460756882715,0.44494607568827144,0.46,0.45999999999999996,0.425528907851814,0.7717109375000001,126.03369116783142,1.1441676616668701,2262.9453125,6.207756,0.4028776978417266,0.3717948717948718,0.3178807947019867,0.43870967741935485,0.6934673366834172
SST-5,1150,LoRA-Ablation-NoMem,123,0.5023063428933067,0.5023063428933067,0.5075,0.5075000000000001,0.4843195437267657,0.7872109374999999,116.93857836723328,1.1516785621643066,2185.8515625,6.207756,0.44799999999999995,0.5026737967914439,0.3586206896551724,0.48618784530386744,0.7160493827160495
SST-5,1150,LoRA-Ablation-NoMem,789,0.4925851047442819,0.4925851047442819,0.495,0.495,0.4806700309244962,0.8067421875,108.6639518737793,1.087599754333496,2092.81689453125,6.207756,0.4929577464788733,0.4675324675324675,0.3602484472049689,0.45614035087719296,0.686046511627907
SST-5,1150,LoRA-Ablation-NoMem,2024,0.4986692484616225,0.49866924846162247,0.505,0.505,0.48054376251721886,0.7922890625000001,113.00955104827881,1.1060004234313965,2226.3359375,6.207756,0.4153846153846154,0.38620689655172413,0.44559585492227977,0.5093167701863354,0.7368421052631579
SST-5,1150,LoRA-Ablation-NoMem,1001,0.47864678971681796,0.47864678971681807,0.49,0.49000000000000005,0.45852750610426607,0.7571328125,123.95645594596863,1.1187291145324707,2260.8974609375,6.207756,0.3484848484848485,0.48958333333333337,0.4210526315789474,0.4026845637583893,0.7314285714285713
SST-5,1150,LoRA-Ablation-NoHSP,45,0.4078454436188307,0.4078454436188306,0.435,0.43499999999999994,0.3728957766990956,0.74375,149.60403776168823,1.4096145629882812,2189.015625,1.577605,0.247787610619469,0.44086021505376344,0.2709677419354839,0.4,0.6796116504854369
SST-5,1150,LoRA-Ablation-NoHSP,123,0.5248578356829701,0.5248578356829701,0.53,0.53,0.5132149324499964,0.8144765625,146.76037073135376,1.4347443580627441,2112.287109375,1.577605,0.4888888888888889,0.4855491329479769,0.4294478527607362,0.4900662251655629,0.7303370786516853
SST-5,1150,LoRA-Ablation-NoHSP,789,0.4856515619933773,0.4856515619933773,0.4975,0.49749999999999994,0.4665373709977093,0.7825624999999999,145.08986282348633,1.6282310485839844,2015.06005859375,1.577605,0.4,0.5303867403314916,0.348993288590604,0.45614035087719296,0.6927374301675978
SST-5,1150,LoRA-Ablation-NoHSP,2024,0.46431364404162334,0.4643136440416233,0.475,0.475,0.44344406979632317,0.7917500000000001,150.12298154830933,1.392930507659912,2153.39453125,1.577605,0.3125,0.4766839378238342,0.37762237762237766,0.46428571428571425,0.6904761904761905
SST-5,1150,LoRA-Ablation-NoHSP,1001,0.46405822944846287,0.4640582294484629,0.4825,0.48250000000000004,0.4420235043316805,0.7859140625000001,146.92682194709778,1.4259748458862305,2189.7314453125,1.577605,0.35658914728682173,0.53,0.3453237410071942,0.410958904109589,0.6774193548387097
SST-5,1150,LoRA-Ours,45,0.45235834763386906,0.45235834763386906,0.4675,0.4675000000000001,0.4319998790132605,0.7321640625000001,153.4295437335968,1.4940240383148193,2274.9931640625,6.89678,0.43055555555555564,0.4025157232704402,0.31645569620253167,0.4057971014492754,0.7064676616915423
SST-5,1150,LoRA-Ours,123,0.5001779407871352,0.5001779407871352,0.5075,0.5075000000000001,0.48431817705179225,0.785390625,150.78043174743652,1.4281554222106934,2194.3935546875,6.89678,0.49645390070921985,0.4731182795698925,0.35971223021582727,0.45569620253164556,0.7159090909090907
SST-5,1150,LoRA-Ours,789,0.4999610005762275,0.4999610005762274,0.505,0.5050000000000001,0.4866744962210006,0.79234375,148.9237504005432,1.4521565437316895,2102.9169921875,6.89678,0.4444444444444445,0.46153846153846156,0.3829787234042554,0.5,0.7108433734939759
SST-5,1150,LoRA-Ours,2024,0.48953961740054364,0.4895396174005437,0.495,0.495,0.47641802425532714,0.7728671874999999,155.02694988250732,1.4834442138671875,2236.9990234375,6.89678,0.3971631205673759,0.49717514124293793,0.41830065359477125,0.425,0.7100591715976332
SST-5,1150,LoRA-Ours,1001,0.4977143723422978,0.4977143723422978,0.515,0.515,0.4763085028588637,0.7692656250000001,152.34983849525452,1.4956467151641846,2275.0546875,6.89678,0.3709677419354839,0.54,0.42105263157894735,0.44303797468354433,0.7135135135135136
SST-5,1150,DoRA-Balanced,45,0.43782283997087423,0.43782283997087423,0.4575,0.4574999999999999,0.41195448191135586,0.7897109375000001,163.73410081863403,1.661088228225708,2695.5205078125,0.916229,0.42038216560509556,0.3793103448275862,0.2698412698412698,0.41958041958041953,0.7000000000000001
SST-5,1150,DoRA-Balanced,123,0.4906139202690122,0.4906139202690122,0.5,0.5,0.47614702406610737,0.8088593750000002,160.06752133369446,1.6465110778808594,2587.2275390625,0.916229,0.5357142857142858,0.4563758389261745,0.3466666666666667,0.4295302013422819,0.6847826086956521
SST-5,1150,DoRA-Balanced,789,0.480623679774386,0.48062367977438597,0.495,0.495,0.4608824530010779,0.8056054687499999,148.93492555618286,1.6514921188354492,2476.29833984375,0.916229,0.4393939393939394,0.5189189189189188,0.32061068702290074,0.44311377245508987,0.6810810810810811
SST-5,1150,DoRA-Balanced,2024,0.49556425507177904,0.49556425507177904,0.505,0.505,0.4840378046983922,0.796875,164.65424394607544,1.6752009391784668,2634.0234375,0.916229,0.42857142857142855,0.47674418604651164,0.43137254901960786,0.44594594594594594,0.6951871657754011
SST-5,1150,DoRA-Balanced,1001,0.5069724025710546,0.5069724025710545,0.515,0.515,0.49417236962658334,0.8121562499999999,160.86308670043945,1.6489930152893066,2715.7734375,0.916229,0.4768211920529802,0.5555555555555556,0.35971223021582727,0.46835443037974683,0.6744186046511628
SST-5,1150,LoRA-Focal,45,0.41562320555524684,0.4156232055552468,0.4175,0.4175000000000001,0.39853775819309667,0.7743359375,120.84958624839783,1.0929713249206543,2175.91650390625,0.888581,0.3357664233576642,0.34444444444444444,0.31724137931034485,0.4949494949494949,0.5857142857142856
SST-5,1150,LoRA-Focal,123,0.46989320169000787,0.46989320169000787,0.4725,0.47250000000000003,0.45723044756639486,0.8143046875,118.30271363258362,1.0402400493621826,2098.65478515625,0.888581,0.46875,0.5326633165829145,0.36111111111111116,0.4536082474226804,0.5333333333333333
SST-5,1150,LoRA-Focal,789,0.4676152117801572,0.46761521178015714,0.47,0.47000000000000003,0.45485337955371347,0.8186015624999999,116.42861866950989,1.0619380474090576,2003.2724609375,0.888581,0.42372881355932207,0.5133689839572193,0.411764705882353,0.48514851485148514,0.5040650406504065
SST-5,1150,LoRA-Focal,2024,0.4616836765341308,0.4616836765341308,0.4625,0.4625,0.4501209804571072,0.8095312499999998,122.44717693328857,1.1138830184936523,2138.54443359375,0.888581,0.3937007874015748,0.47120418848167533,0.4727272727272727,0.4623115577889447,0.5084745762711864
SST-5,1150,LoRA-Focal,1001,0.5106114370511694,0.5106114370511694,0.51,0.51,0.5013116065378693,0.8192499999999999,118.95822548866272,1.035574197769165,2176.79443359375,0.888581,0.4963503649635036,0.5193370165745856,0.43478260869565216,0.5380710659898477,0.5645161290322581
SST-5,1150,LoRA-LDAM,45,0.2901312753647878,0.2901312753647878,0.345,0.34500000000000003,0.0,0.7388203125,120.77418279647827,1.0592567920684814,2175.91650390625,0.888581,0.0,0.381679389312977,0.11920529801324505,0.31050228310502287,0.639269406392694
SST-5,1150,LoRA-LDAM,123,0.3254815771550232,0.3254815771550231,0.385,0.385,0.2078068281900137,0.7860390624999999,119.04797697067261,1.1120729446411133,2098.65185546875,0.888581,0.02439024390243903,0.3728813559322034,0.3132530120481927,0.28169014084507044,0.6351931330472103
SST-5,1150,LoRA-LDAM,789,0.37294738283093765,0.37294738283093765,0.4275,0.42750000000000005,0.3040977610885417,0.774875,117.29748964309692,1.0743591785430908,2003.2724609375,0.888581,0.11363636363636363,0.5027322404371585,0.27338129496402874,0.33121019108280253,0.6437768240343347
SST-5,1150,LoRA-LDAM,2024,0.3722296492627702,0.37222964926277025,0.425,0.425,0.23394708026646865,0.7813046875,121.98197531700134,1.087812900543213,2138.54443359375,0.888581,0.02439024390243903,0.5232558139534884,0.31764705882352945,0.31952662721893493,0.676328502415459
SST-5,1150,LoRA-LDAM,1001,0.34945048643616505,0.349450486436165,0.405,0.40499999999999997,0.0,0.77778125,118.97023725509644,1.0734846591949463,2176.79443359375,0.888581,0.0,0.4276729559748428,0.27710843373493976,0.3567567567567568,0.6857142857142857
SST-5,1150,LoRA-LogitAdj,45,0.40929637983598244,0.4092963798359824,0.4325,0.4325,0.3715698186189098,0.7789765625,120.80244994163513,1.0298779010772705,2175.91650390625,0.888581,0.2953020134228188,0.39779005524861877,0.20338983050847456,0.4625,0.6875000000000001
SST-5,1150,LoRA-LogitAdj,123,0.474812267981496,0.47481226798149606,0.4875,0.4875,0.4592972597426559,0.8069843750000001,118.64670586585999,1.048987865447998,2098.65478515625,0.888581,0.4383561643835617,0.4458598726114649,0.3458646616541353,0.4597701149425288,0.6842105263157896
SST-5,1150,LoRA-LogitAdj,789,0.49290477188018633,0.4929047718801863,0.505,0.505,0.48008265890429985,0.8090234374999999,116.31760716438293,1.054539680480957,2003.2724609375,0.888581,0.4832214765100671,0.5027932960893855,0.39694656488549623,0.4217687074829932,0.6597938144329897
SST-5,1150,LoRA-LogitAdj,2024,0.45934745743214717,0.4593474574321471,0.4675,0.46749999999999997,0.43812151360788715,0.8045859375000001,121.72047448158264,1.0253024101257324,2138.54443359375,0.888581,0.29850746268656714,0.4175824175824176,0.4,0.47058823529411764,0.7100591715976332
SST-5,1150,LoRA-LogitAdj,1001,0.4676733371269979,0.4676733371269978,0.48,0.4800000000000001,0.44454767667056383,0.8069375000000001,118.58018708229065,1.073396921157837,2176.79443359375,0.888581,0.29687499999999994,0.5154639175257731,0.3790849673202614,0.44871794871794873,0.698224852071006
SST-5,1150,Full-FineTuning,45,0.42704394306676424,0.4270439430667643,0.4525,0.4525,0.38725975376086713,0.7733046875,153.39136481285095,0.9161806106567383,3885.884765625,124.649477,0.20560747663551404,0.46153846153846156,0.3170731707317073,0.4705882352941177,0.6804123711340206
SST-5,1150,Full-FineTuning,123,0.4760731241136439,0.47607312411364383,0.4825,0.48250000000000004,0.46352847398445296,0.748796875,174.7346887588501,0.9209589958190918,3807.765625,124.649477,0.4755244755244756,0.4275862068965517,0.36942675159235666,0.43023255813953487,0.6775956284153005
SST-5,1150,Full-FineTuning,789,0.47196867756648625,0.4719686775664862,0.485,0.48500000000000004,0.4517355324726989,0.7601875,179.22788977622986,0.9138929843902588,3707.55078125,124.649477,0.3559322033898305,0.4745762711864407,0.3522012578616352,0.48148148148148145,0.6956521739130435
